form_diff,goal_diff_diff,scored_diff,conceded_diff,elo_diff,result
0.19999999999999996,0.4,-0.19999999999999996,-0.5999999999999999,10.353400418276806,home_win
0.1333333333333333,-0.4,-0.6000000000000001,-0.19999999999999996,19.14591664251202,away_win
0.06666666666666665,1.0,0.3999999999999999,-0.6,-1.107338474874041,home_win
0.19999999999999996,1.0,0.3999999999999999,-0.5999999999999999,18.005513166806622,draw
0.20000000000000007,0.19999999999999996,0.19999999999999996,0.0,19.297592702587735,draw
-0.19999999999999996,-1.2,0.19999999999999996,1.4,-27.412614641274104,away_win
0.19999999999999996,1.2,1.0,-0.19999999999999996,26.6983871337834,draw
-0.13333333333333336,-0.2,-0.6,-0.4,-10.075353861954,draw
-0.4,-1.7999999999999998,-1.4000000000000001,0.40000000000000013,-54.79692660520868,home_win
0.0,1.2,0.19999999999999996,-1.0,-0.27014191382045283,home_win
-0.06666666666666665,-0.4,-1.0,-0.6000000000000001,-11.63316561593956,away_win
0.06666666666666665,0.6,-0.6000000000000001,-1.2000000000000002,-8.655531872739857,home_win
0.06666666666666665,-1.2,-2.0,-0.8,8.093071650714592,away_win
-0.1333333333333333,-1.4,-1.0000000000000002,0.4,-12.424766345945955,home_win
0.4666666666666666,2.2,1.8000000000000003,-0.3999999999999999,26.585280480936945,home_win
0.4666666666666666,1.7999999999999998,1.5999999999999999,-0.19999999999999996,44.200879011695406,away_win
0.2666666666666667,0.3999999999999999,0.19999999999999973,-0.19999999999999996,18.925241754090166,draw
0.19999999999999996,0.8,0.0,-0.8,21.37867976774737,home_win
-0.1333333333333333,0.8,0.6000000000000001,-0.19999999999999996,-8.290155959080494,home_win
0.5333333333333333,5.6000000000000005,1.2,-4.3999999999999995,56.34878612300008,home_win
0.4666666666666667,4.2,0.7999999999999999,-3.3999999999999995,55.91315260869192,home_win
0.0,0.8000000000000003,0.5999999999999999,-0.2,-5.033107972525386,draw
-0.06666666666666665,-1.2,-0.8,0.4,-8.67078611720467,away_win
0.6666666666666666,6.0,2.2,-3.8000000000000003,76.64942092793831,home_win
0.3333333333333333,1.2,0.7999999999999999,-0.3999999999999999,56.38289696093466,home_win
0.1333333333333333,-0.4,0.40000000000000013,0.8000000000000003,-17.507531216655025,draw
0.06666666666666665,1.0,1.2000000000000002,0.2,16.355834276058886,home_win
-0.13333333333333336,-1.6,0.6000000000000001,2.2,-37.00588134393206,draw
-0.1333333333333333,-0.39999999999999997,-0.8,-0.3999999999999999,-19.512070916141283,draw
0.0,0.40000000000000013,-0.9999999999999998,-1.4,-10.922680814096339,draw
0.5333333333333333,2.6,1.6,-1.0,39.76680006481206,draw
-0.06666666666666665,-0.4,0.0,0.3999999999999999,-3.0897399562941246,home_win
-0.13333333333333341,-1.7999999999999998,-2.2,-0.4,2.629216931347173,home_win
0.4666666666666667,0.8,1.4,0.6000000000000001,37.125067715616524,draw
-0.33333333333333326,-1.4,-1.8,-0.3999999999999999,-28.644244662794108,home_win
-0.2666666666666666,-0.4,-1.0000000000000002,-0.6000000000000001,-8.200307228924203,draw
0.06666666666666665,0.0,-0.19999999999999996,-0.19999999999999996,9.948248867864095,home_win
0.1333333333333333,0.6000000000000001,-0.40000000000000013,-1.0,9.218976820814987,home_win
-0.1333333333333333,-0.6000000000000001,-1.2000000000000002,-0.5999999999999999,-18.50400622311099,away_win
-0.2666666666666667,0.0,1.0,0.9999999999999999,-22.4778699275887,draw
0.20000000000000007,2.4,2.2,-0.19999999999999996,14.287910227598559,home_win
0.1333333333333333,0.3999999999999999,1.4000000000000001,1.0,10.294127826364956,draw
-0.13333333333333341,0.0,-0.19999999999999996,-0.19999999999999996,-7.253389364975874,home_win
0.26666666666666666,0.8,-0.20000000000000018,-1.0,19.655654437922067,home_win
-0.2666666666666667,-1.4,-0.6000000000000001,0.7999999999999999,-18.29391696562857,away_win
-0.4666666666666666,-2.8,-1.4,1.4,-58.57296382344225,draw
0.0,-0.3999999999999999,-0.40000000000000013,0.0,14.3622226035734,home_win
0.0,-1.6,-2.6,-0.9999999999999999,23.690374822647527,away_win
-0.13333333333333336,-0.39999999999999997,-0.8,-0.3999999999999999,-13.083700810827168,away_win
0.19999999999999996,1.2,1.0,-0.20000000000000007,3.7218151421598122,draw
