form_diff,goal_diff_diff,elo_diff,result
-0.3333333333333333,-1.6,0.0,away_win
0.6000000000000001,3.0,0.0,home_win
-0.7333333333333334,-6.2,-20.0,home_win
0.4,5.2,-1.1500225556906116,home_win
-0.4,-2.6,1.0838221776275532,away_win
0.8,6.6,10.510716280130737,home_win
0.6,3.0,-30.719002083302712,away_win
-0.2,-3.0,-39.02398816290497,away_win
-0.6000000000000001,-4.0,57.83676673190325,away_win
0.6,2.0,65.13751846386185,home_win
0.0,-1.2000000000000002,-1.2534600332739956,home_win
0.4,3.4,-72.6486070454464,home_win
-0.3999999999999999,0.2,-79.40625754018834,home_win
-0.4,-0.6000000000000005,56.28000297620633,away_win
-0.6,-5.0,-30.239070430529182,away_win
0.2,4.0,112.43921896028087,home_win
-0.3333333333333333,-5.8,55.37493207190846,away_win
0.4,0.3999999999999999,-82.38910640930794,home_win
-0.3333333333333333,-4.8,-122.27524375779558,away_win
0.7333333333333334,4.2,24.397153247420192,home_win
0.5333333333333333,8.2,-44.85707303853701,home_win
0.3333333333333333,3.4000000000000004,93.6513795333774,draw
0.9333333333333332,7.0,-23.21012868840762,home_win
-0.3333333333333333,-0.8000000000000003,120.93033153111469,draw
-0.5333333333333334,-3.2,8.529442375791177,away_win
-0.2666666666666666,-4.0,0.008486809058013023,away_win
0.2666666666666666,4.199999999999999,-105.95340537393145,home_win
-0.5333333333333333,-7.0,-151.03327133284665,away_win
-0.8666666666666667,-8.6,23.937815157335763,away_win
0.1333333333333334,1.6,-139.59837549231383,draw
-0.1333333333333333,-1.6,-16.376870046569593,away_win
0.2666666666666666,3.2,-30.310497829234237,home_win
0.6,6.800000000000001,122.9993927564974,home_win
0.7333333333333333,8.6,-28.274502152942205,home_win
0.3333333333333332,3.0,173.66315148943863,home_win
-0.4,-5.4,51.15744946942027,home_win
0.0,0.0,60.56865972443438,away_win
-0.6666666666666667,-3.8,192.0883114982671,away_win
0.6666666666666666,5.199999999999999,-130.55376470771307,home_win
-0.2,0.1999999999999997,-184.0804781723191,home_win
0.6666666666666667,2.2,-9.21665379505339,home_win
0.1999999999999999,-0.6000000000000001,0.0,away_win
-0.6000000000000001,-5.6,28.686224972223044,away_win
-0.6000000000000001,-9.0,-93.98234672868807,away_win
0.6000000000000001,3.6,-229.8622405216929,home_win
0.6000000000000001,7.6,125.36749860200439,home_win
0.6000000000000001,7.6,-57.762271653876496,home_win
0.1999999999999999,0.6000000000000001,184.56337288248756,away_win
-0.6000000000000001,-3.4,-20.0,draw
-0.2666666666666666,-7.0,124.71836723130423,away_win
0.4666666666666667,6.4,246.50808098132393,home_win
-0.8,-7.4,86.16135708886395,away_win
-0.3333333333333333,-3.6,-47.99753775971544,away_win
0.4,4.0,-105.00244039706536,home_win
-0.8666666666666667,-8.4,-224.7425049879373,away_win
0.0666666666666666,-0.1999999999999997,109.91141696821637,draw
-0.4666666666666667,-4.199999999999999,14.009583813374547,home_win
0.2666666666666666,4.199999999999999,230.69242245503142,home_win
0.4666666666666666,5.0,120.69196081749737,home_win
-0.5333333333333332,-4.2,-254.74539180502302,away_win
0.5333333333333332,4.6,-164.48412877026794,home_win
0.0,1.6,147.94674382669496,home_win
-0.2,-0.8000000000000003,137.31114233472317,draw
-0.6000000000000001,-4.2,181.90644712112908,away_win
-0.8,-6.199999999999999,279.012439048593,away_win
-0.3999999999999999,-1.4,-90.05753386316496,away_win
0.6,2.6,-252.51173164213537,home_win
-0.1999999999999999,-1.2000000000000002,-46.86122838585243,away_win
0.9333333333333332,4.0,64.17991894915349,home_win
0.9333333333333332,4.800000000000001,-205.0083572388653,home_win
-0.5333333333333333,-3.4,-129.18207626843218,away_win
0.5333333333333333,3.8,229.70119709091227,home_win
0.1999999999999999,0.3999999999999999,-312.69330144791957,home_win
0.0,-1.6,94.67653459949861,home_win
-1.0,-7.0,-77.41144883682023,draw
-0.6666666666666667,-7.0,161.13075790981384,away_win
0.3999999999999999,6.4,219.826818042191,home_win
-0.5333333333333333,-4.8,-256.1567516072248,away_win
-0.0666666666666666,-0.8000000000000003,311.64172396859954,draw
0.6666666666666666,5.4,-85.86502102366467,home_win
-0.1333333333333333,0.0,50.886705481765375,draw
0.4666666666666666,5.6,-242.4482729921524,draw
-0.3333333333333333,-2.0,-198.44023766896112,draw
0.4,2.8000000000000003,-307.4389021476982,home_win
-0.1333333333333333,1.4,263.2398975060894,home_win
0.0666666666666666,1.0,58.72683082129856,home_win
-0.6666666666666666,-6.6,269.81233636750267,away_win
-0.3333333333333332,-2.4,226.8860434295384,away_win
0.1333333333333333,0.6,-263.0344590294367,home_win
-0.4666666666666667,-4.2,312.2895013922662,draw
-0.3333333333333333,-3.8,-34.07171134843384,home_win
0.5333333333333333,4.2,44.88471501494837,home_win
-0.2666666666666666,-1.6,-303.5959089917676,home_win
-0.3999999999999999,-2.4000000000000004,-234.24759297119567,draw
0.2666666666666666,2.8,257.51985495463964,home_win
0.5333333333333334,5.2,-312.38075748078313,home_win
0.0666666666666667,2.0,21.569904446750343,away_win
-0.2,-1.1999999999999995,297.11366122515096,away_win
-0.1333333333333333,-4.800000000000001,-53.36213691426656,away_win
0.6666666666666666,3.2,251.40031535987964,home_win
-0.4666666666666667,-3.6,-262.4764440147085,away_win
-0.5333333333333333,-3.6,312.59801065687384,away_win
0.0666666666666666,-0.3999999999999999,-19.913011442976995,away_win
0.4,3.0,65.727900239051,home_win
0.1333333333333333,-1.4,-317.0646424268009,home_win
-0.8,-4.2,-237.85213544417388,away_win
0.8,6.0,237.89884858742585,home_win
0.4,4.800000000000001,-322.66306928398967,home_win
0.1999999999999999,0.6000000000000001,-11.30904822636694,home_win
0.6,6.199999999999999,309.04699714000776,home_win
-0.2,1.0000000000000004,-72.24453218506119,home_win
-0.3999999999999999,-7.399999999999999,-261.082583196815,away_win
-0.8,-8.8,302.8671365545415,away_win
-0.8,-6.4,248.26918168694488,draw
-0.0666666666666666,0.1999999999999997,0.7940292610146571,home_win
0.6000000000000001,6.0,53.61779562227025,home_win
-0.5333333333333334,-6.0,-288.06224690962745,draw
0.6666666666666666,6.0,276.75834693121965,home_win
0.3333333333333333,1.6,-313.89277439027956,home_win
-0.3333333333333333,-2.8000000000000003,-264.0855170960665,away_win
-0.2,-2.4,18.66207075951388,draw
0.5333333333333333,3.4,311.40779505439195,away_win
-0.5333333333333332,-6.199999999999999,-32.46343135364987,away_win
-0.2,-2.8,-290.31992121658845,draw
0.3999999999999999,5.2,298.75140359414877,home_win
-0.3333333333333333,-4.4,304.085269642625,away_win
0.0,-1.7999999999999998,2.1792653819106818,draw
0.3999999999999999,2.6,292.710989603283,home_win
0.3333333333333333,3.4,4.227850157204102,home_win
-0.3333333333333333,-3.0,-313.0746453823292,away_win
0.5333333333333332,3.2,-334.83138362690397,away_win
0.3333333333333333,1.0,-310.55590716366873,home_win
0.0666666666666666,-0.1999999999999999,-11.501176276501837,away_win
-0.6,-2.6,331.60955590893946,draw
-0.1333333333333333,-1.8,-297.70191495737527,away_win
0.6,2.4000000000000004,325.03100700620803,draw
-0.2666666666666667,-0.2,281.68129503140335,away_win
0.0666666666666666,-0.2,-45.38662515907413,draw
